Ticker,Description
MAHLIFE.NS,"Mahindra Lifespace Developers Limited, together with its subsidiaries, engages in the real estate and infrastructure development business in India. The company operates through Projects, Project Management & Development; and Operating of Commercial Complexes segments. It also engages in sale of residential units across projects, project management, and development; and rental of commercial properties. The company supplies water and provides sewage services. Its development portfolio comprises residential projects under the Mahindra Happinest brand; integrated cities under the Mahindra World City brand; and industrial clusters under the Origins by Mahindra brand. The company was founded in 1994 and is based in Mumbai, India. Mahindra Lifespace Developers Limited is a subsidiary of Mahindra & Mahindra Limited."
MAHSCOOTER.NS,"Maharashtra Scooters Ltd. manufactures and sells pressure die casting dies, jigs, and fixtures, and die casting components primarily for the two and three-wheeler industry in India. The company operates through Manufacturing and Investments segments. It is also involved in treasury operations, as well as manages surplus funds invested by the company. Maharashtra Scooters Ltd. was incorporated in 1975 and is based in Pune, India. Maharashtra Scooters Ltd. is a subsidiary of Bajaj Holdings & Investment Limited."
MAHSEAMLES.NS,"Maharashtra Seamless Limited manufactures and sells seamless steel pipes and tubes in India. It operates through three segments: Steel Pipes & Tubes, Power  Electricity, and RIG. The company offers mild steel and galvanized pipes; API line pipes; oil country tubular goods (OCTG) pipes, such as casing tubing, drill pipes, coupling stocks, etc.; and hot finished pipes and tubes, and cold drawn and boiler tubes. It also provides coated pipes, including 3 layer polyethylene coated pipes, fusion bonded epoxy coated pipes, 3 layer polypropylene coated pipes, and internal epoxy coating pipes, as well as connections and pipe fittings. In addition, the company is involved in renewable power generation and rig operations. Further, the company operates 52.5 MW solar power plant in Rajasthan & Maharashtra and 7 MW wind power project in Maharashtra. Its products are used in the oil and gas, hydrocarbon process, bearing industry, automotive, boiler, heat exchanger, plumbing and firefighting, structural, general engineering, railways, sewage and water well, and hydraulic cylinder sectors. The company was incorporated in 1988 and is headquartered in Gurugram, India."
MANAPPURAM.NS,"Manappuram Finance Limited, a gold loan non-banking financial company, provides retail credit products and financial services in India. It offers loans against the security of used household gold jewelry; gold loans and online gold loans; microfinance loans and other financial services to low-income populations in rural and semi-urban areas; loans for construction, extension, purchase, and improvement of homes; life and non-life insurance products; and IT solutions. The company also provides depository services; and fee-based services, which include money transfer, foreign exchange, and depository services. In addition, it offers vehicle and equipment finance, including commercial vehicle, construction equipment, two wheeler, car, and farm equipment finance. The company serves retail, microfinance, small and medium enterprises, and commercial customers. It operates branches in 28 states and 4 Union Territories. The company was formerly known as Manappuram General Finance and Leasing Limited and changed its name to Manappuram Finance Limited in 2011. Manappuram Finance Limited was founded in 1949 and is based in Thrissur, India."
MANGCHEFER.NS,"Mangalore Chemicals & Fertilizers Limited engages in the manufacture, trading, and sale of nitrogenous and phosphatic fertilizers in India. The company offers urea, di-ammonium phosphate, single superphosphate, and muriate of potash; and plant nutrition products, such as soil conditioners, organic products, micronutrients, specialty agri products, water soluble fertilizers, crop specific soil products, and wetting and spreading agents. It also provides other products, including ammonium bi carbonate, sulphonated naphthalene formaldehyde, and sulphuric acid products. The company was incorporated in 1966 and is based in Bengaluru, India. Mangalore Chemicals & Fertilizers Limited is a subsidiary of Zuari Agro Chemicals Limited."
MANGLMCEM.NS,"Mangalam Cement Limited manufactures and sells cement and clinker primarily in India. The company offers Portland Pozzolana, 43 grade, and 53 grade cement under the Birla Uttam brand name. It also provides fly ash based PPC cement under the Mangalam ProMaxX brand name. The company was incorporated in 1976 and is based in Kolkata, India."
MANINDS.NS,"Man Industries (India) Limited manufactures, processes, and trades in submerged arc welded pipes and steel products in India. The company offers coating systems, which include internal blasting and painting, coal tar enamel; ERW pipes, steel bends, and stainless steel; fusion bonded epoxy, 3 layer polyethylene, and 3 layer polypropylene coating systems. It also offers longitudinal submerged and helically submerged arc welded line pipes for use in oil, gas, petrochemicals, water dredging, fertilizers sectors. The company exports its products. Man Industries (India) Limited was incorporated in 1988 and is based in Mumbai, India."
MANINFRA.NS,"Man Infraconstruction Limited provides civil construction services in India. The company's services include port infrastructure construction of onshore container terminals and freight stations; reclamation of land; soil consolidation; and provision of operational services, including firefighting, sewerage, drainage systems, etc. It is also involved in the construction of commercial and institutional projects comprising IT parks, office complexes, hotels, shopping malls, schools, hospitals, etc.; and roads, including earthwork and paving, electrification, landscaping, widening, up-gradation, drainage, and others. In addition, the company constructs residential projects, such as high-rise buildings, townships, luxury villas, and others; and industrial projects that include factories, cold storages, warehouse facilities, heavy engineering, manufacturing and processing units, etc. Further, it engages in the production, manufacturing, processing, trading, and dealing in all kinds of building material products, including ready mix concrete, aggregate, cement, and all cement based products, etc. The company was formerly known as Man Construction Limited and changed its name to Man Infraconstruction Limited in November 2006. Man Infraconstruction Limited was incorporated in 2002 and is based in Mumbai, India."
MARICO.NS,"Marico Limited, together with its subsidiaries, manufactures and sells consumer products in India. It offers coconut oils, refined edible oils, hair oils, anti-lice treatments, fabric care, functional and other processed foods, hair creams and gels, hair serums, shampoos, shower gels, shower gels, hair relaxers and straighteners, deodorants, fabric care, female personal care, baby care, skin care, male grooming and styling, health care, and hygiene products, as well as conditioners. The company markets its products under the Parachute, Saffola, Saffola FITTIFY Gourmet, Saffola ImmuniVeda, Saffola Mealmaker, Hair & Care, Parachute Advansed, Nihar Naturals, Mediker, Pure Sense, Coco Soul, Revive, Set Wet, Livon, Just Herbs, True Elements, Beardo, and Plix brand names in India; and under the Parachute, Parachute Advansed, HairCode, Fiancée, Purité de Prôvence, Ôliv, Lashe', Caivil, Hercules, Black Chic, Code 10, Ingwe, X-Men, Thuan Phat and Isoplus brand names internationally. Its distribution network comprises regional offices, carrying and forwarding agents, redistribution centers, and distributors. The company was incorporated in 1988 and is headquartered in Mumbai, India."
MARINE.NS,"Marine Electricals (India) Limited manufactures and sells various marine and industrial electrical and electronic components in India and internationally. The company operates in two segments, Electricals and Electronics; and Solar. It offers power generation and distribution, navigation and communication, electrical propulsion, integrated platform management, information technology, and engineering and project management services, as well as turnkey electrical installations for the marine sector. The company also provides repair, corrective and preventive maintenance, upgrade, and life extension and parts on electrical power generation, power distribution, automation and power management systems, navigation and communication systems, and other electrical and electronic systems, as well as designing and fabricating services for electrical and electronic installation. In addition, it undertakes annual maintenance contracts and solar projects. The company was founded in 1978 and is headquartered in Mumbai, India. Marine Electricals (India) Limited is a subsidiary of KDU Enterprises Private Limited."
MARKSANS.NS,"Marksans Pharma Limited, together with its subsidiaries, engages in the research, manufacturing, marketing, and sale of pharmaceutical formulations in the United States, North America, Europe, the United Kingdom, Australia, New Zealand, and internationally. The company offers products in the pain management, upper respiratory, cardiovascular, central nervous system, anti-diabetic, gastrointestinal, analgesics, upper respiratory, ear care, skincare, anticancer, anti-ulcerative, anti-allergy, antiviral, dietary, cardiac, dermatology, antihistamines, anti-fungal, anti-viral, laxatives, and cold and cough therapeutic areas. It also produces a range of solid oral dosage forms, including tablets and hard gelatin capsules; soft gels; essential oils; ointments; and creams and liquids, as well as prescription drugs. The company provides its products to supermarkets, high street retailers, pharmacy chains, and wholesalers. Marksans Pharma Limited was incorporated in 1992 and is headquartered in Mumbai, India."
MARUTI.NS,"Maruti Suzuki India Limited engages in the manufacture, purchase, and sale of motor vehicles, components, and spare parts primarily in India. The company offers passenger vehicles, utility vehicles, and multi-purpose vehicles. It is also involved in the facilitation of pre-owned car sales, fleet management, and car financing activities. In addition, the company offers driving school, accessories, insurance, and financing products and services. It also exports its products to Mexico, Chile, Saudi Arabia, South Africa, Philippines, and internationally. The company was formerly known as Maruti Udyog Limited and changed its name to Maruti Suzuki India Limited in September 2007. Maruti Suzuki India Limited was incorporated in 1981 and is headquartered in New Delhi, India. Maruti Suzuki India Limited operates as a subsidiary of Suzuki Motor Corporation."
MASTEK.NS,"Mastek Limited, together with its subsidiaries, engages in the provision of enterprise technology solutions in India, the United Kingdom, Europe, North America, Middle East region, South-east Asia, India, Singapore, Australia, and internationally. The company offers digital and application engineering, including platform engineering, cloud engineering and migration, enterprise integration, microservices, low code, quality engineering, IPaaS, DevSecOps, and API solutions. It also provides oracle cloud and enterprise apps, such as E-business suite, consulting services, analytics cloud and infrastructure, autonomous data warehouse, enterprise resource planning, customer relationship management, supply chain management, human capital management, and industry cloud solutions, as well as Oracle-, Salesforce-, digital-, and commerce-managed services. In addition, the company offers digital commerce and experience solutions comprising commerce, experience platform, search and intelligent recommendation, and modern UI/UX solutions. Further, it provides data, automation, and artificial intelligence solutions, such as data management and governance, data warehousing, reporting, datalakes, cloud data warehouse, data virtualization, analytics/machine learning, and hyper automation, as well as extract, transform and load (ETL) solutions. Additionally, the company offers cloud enhancement, software application development and maintenance, business intelligence, testing and assurance, digital commerce, agile consulting, and legacy modernization services. It serves government, public sector, healthcare, life science, retail, consumer, manufacturing and technology, financial services, higher education, construction and engineering, hospitality, transportation and logistics, high tech, and media and entertainment industries. Mastek Limited was incorporated in 1982 and is based in Mumbai, India."
MAXHEALTH.NS,"Max Healthcare Institute Limited provides medical and healthcare services in India. It offers services in various specialties, including advanced cardiac care, orthopaedics, oncology, renal sciences, neurosciences, minimal access metabolic and bariatric surgery, obstetrics, gynaecology, paediatrics, nephrology, and general surgery, as well as liver, heart, kidney, lung and bone marrow transplants. The company also provides Max@Home, a platform that offers health and wellness services at home; and MaxLab, which provides diagnostic services to patients outside its network of hospitals through various channels comprising third-party hospital laboratory management. It operates through a network of healthcare facilities, including hospitals and medical centres. The company was incorporated in 2001 and is based in Gurugram, India."
MAZDOCK.NS,"Mazagon Dock Shipbuilders Limited engages in building and repairing of ships, submarines, vessels, and related engineering products in India and internationally. It operates in two segments, Shipbuilding and Submarine. The company offers naval platforms, such as destroyers, conventional submarines, frigates, corvettes, missile boats, offshore patrol vessels, and floating border outposts. It also provides merchant ships comprising general cargo vessels, multipurpose support vessels, offshore supply vessels, tugs, dredgers, passenger cum cargo vessels, water tankers, barges, trawlers, and windmill towers and pontoons. In addition, the company offers offshore platforms and jack-up rigs for the oil sector. Further, it offers training ships, next generation offshore patrol vessels, and fast patrol vessels for coast guard ships. Additionally, the company provides AI products, such as remote operated vehicle, AI enabled phased array ultrasonic testing, and AI enabled computerized radiography. Mazagon Dock Shipbuilders Limited was formerly known as Mazagon Dock Limited and changed its name to Mazagon Dock Shipbuilders Limited in May 2015. The company was founded in 1774 and is based in Mumbai, India."
MCX.NS,"Multi Commodity Exchange of India Limited, a commodity derivatives exchange, provides a platform to facilitate online trading of commodity derivatives in India. It offers iCOMDEX, a real-time commodity futures price indices; and trades in bullion, industrial metals, energy, and agricultural commodities. The company also provides trade clearing and settlement services; and data feed subscription and membership services. It has strategic alliances, and consultancy and collaboration agreements with various exchanges, such as CME Group, Dalian Commodity Exchange, London Metal Exchange, European Energy Exchange AG, Taiwan Futures Exchange, and Zhengzhou Commodity Exchange, Jakarta Futures Exchange, and Chittagong Stock Exchange Limited. The company was incorporated in 2002 and is based in Mumbai, India."
METROPOLIS.NS,"Metropolis Healthcare Limited provides diagnostic services in India and internationally. The company offers clinical laboratory testing, and profiles services. It also provides diagnostic services for oncology, neurology, gynecology, and nephrology, as well as various health check-up packages for men, women, senior citizens, and youth and corporates. Its tests and profiles are used for prediction, early detection, diagnostic screening, and confirmation and/or monitoring of the disease. In addition, the company offers corporate wellness, laboratory in, and clinical research services. Metropolis Healthcare Limited was founded in 1981 and is headquartered in Mumbai, India."
MFSL.NS,"Max Financial Services Limited, through its subsidiary, provides business investment and management advisory services in India. It operates through Business Investments and Others, and Life Insurance segments. The company offers participating and nonparticipating and linked products covering life insurance, pension and health benefits including riders for individual and group; and treasury investments and life insurance services. It provides its products through individual agents, corporate agents, banks, brokers, and other channels. Max Financial Services Limited was incorporated in 1988 and is based in Noida, India."
MGL.NS,"Mahanagar Gas Limited operates as a natural gas distribution company in India. The company supplies piped natural gas (PNG) to domestic households for cooking and water heating, as well as for nursing homes, flight kitchens, and places of worship; commercial establishments, including hospitals, hotels, restaurants, and charitable trusts; and industries, such as metals, pharmaceuticals, printing and dyeing, food and beverages, oil mills, FMCG product manufacturers, power generation, and air-conditioning. It also provides compressed natural gas (CNG) to transport sector. Further, the company supplies liquefied natural gas (LNG) to heavy motor vehicles. In addition, it engages in sale of pipes and fittings required for construction of pipeline infrastructure. The company operates 348 CNG filling stations with 2,152 dispensing points; 608 kilometers of steel pipeline; and 6446 kilometers of poly-ethylene pipeline. Mahanagar Gas Limited was incorporated in 1995 and is based in Mumbai, India."
MIDHANI.NS,"Mishra Dhatu Nigam Limited manufactures and sells super alloys, titanium, special purpose steel, and other special metals in India and internationally. The company provides special steels, including martensitic, high strength special, austenitic, and precipitation hardening steels for use in aerospace, power generation, nuclear, defence, cryogenic, and other general engineering industries. It also offers nickel, cobalt, and iron-based superalloys; titanium and titanium alloys, soft magnetic, controlled expansion alloys; special purpose steel and other special metals; equiaxed, vacuum melted, vacuum, and air cast; bars, bright bars, and wires/fine wires; and hot and cold rolled sheets, and strips, as well as open die forging products. In addition, the company offers welding consumables, fasteners, biomedical implants, and armour products. Mishra Dhatu Nigam Limited was incorporated in 1973 and is based in Hyderabad, India."
MINDACORP.NS,"Minda Corporation Limited manufactures and assembles safety and security systems, and its associated components for the automotive industry in India, rest of Asia, the Americas, and Europe. The company offers mechatronic products, such as ignition switch cum steering locks, smart key systems, mechatronics handles and immobiliser system, die casting components, starter motors, and alternators; information and connected systems, including wiring harness, connectors, terminals, and components; and instrument clusters and dashboard, as well as speed, temperature, position, pressure, and exhaust gas sensors. It also provides plastic and interior products comprising air vents, glove boxes, center consoles, cup holders, ash trays, louvers, oil slumps, cylinder heads, and battery trays; aftermarket products that comprise locks, lubricants, filters, clutch plates, bearings, wiper blades, brake shoes, and cables. In addition, the company offers DC-DC convertor, battery charger, motor controller, intelligent transport system, telematics, connected clusters, MFECU, and vehicle control unit; and rod, micro pole, shark fin, and LF antennas. It offers its products for two and three wheelers, passenger vehicles, commercial vehicles, and off-road vehicles. The company was formerly known as Minda Switch Auto Pvt. Ltd. and changed its name to Minda Corporation Limited in 2007. Minda Corporation Limited was founded in 1958 and is based in Noida, India."
MMTC.NS,"MMTC Limited operates as a trading company in Asia, Europe, Africa, the Middle East, Latin America, and North America. It operates through Minerals, Precious Metals, Metals, Agro Products, Coal & Hydrocarbon, Fertilizer, and General Trade/others segments. The company engages in the trading of agro products, coal and hydrocarbon products, fertilizers and chemicals, precious metals, non-ferrous metals, metals and industrial raw materials, minerals, and gems and jewellery, as well as involved in PMD retail; and projects and general trade activities. It also trades wind power generated by the wind farm located at Gajendragad in Karnataka. MMTC Limited was incorporated in 1963 and is based in New Delhi, India."
MOIL.NS,"MOIL Limited engages in the exploration, development, and marketing of various grades of manganese ores in India. It operates through three segments: Mining, Manufacturing, and Power Generation. The company manufactures and sells various grades of manganese ores, such as high-grade ores for the production of ferro manganese; medium grade ores for the production of silico manganese; blast furnace grade ores for producing hot metals; and dioxide for dry battery cells and chemical industries. It also offers electrolytic manganese dioxide and high carbon ferro manganese. In addition, the company operates wind energy farms with an installed capacity of 4.8 MW at Nagda Hills and 15.2 MW at Ratedi Hills in Dewas district of Madhya Pradesh; and solar farms with an installed capacity of 5MW in Maharashtra and 5.5MW in Madhya Pradesh, as well as 10 mines located in Maharashtra and Madhya Pradesh. The company was formerly known as Manganese Ore (India) Limited. and changed its name to MOIL Limited in 2010. MOIL Limited was founded in 1896 and is based in Nagpur, India."
MOREPENLAB.NS,"Morepen Laboratories Limited develops, manufactures, markets, and sells active pharmaceutical ingredients (APIs), formulations, and home health products in India, the United States, and internationally. The company offers APIs for anti-histaminic, anti-asthmatic, anti-lipemic, anti-hypertensive, anti-diabetic, anti-coagulant, anti-ulcerative, and anti-depressant drugs; and home diagnostic products, such as air purifiers, sphygmomanometer, blood glucose test strips, blood pressure monitors, breathe free vaporizers, stethoscopes, digital thermometers, blood glucose monitors, nebulizers, heat belts, and pulse oximeters. It also provides OTC and healthcare products, including fever X for fever; Pain X for pain; Fiber-X for constipation; sat isabgol; Acidity X for acidity; Burnol, first degree/minor burns cream; and formulations for nutrition and probiotics, gastroenterology, antibiotics, gynecology, anti-allergic, and central nervous system, as well as cardiology, diabetology, and nutraceuticals. The company offers over the counter products under the Dr. Morepen brand. Morepen Laboratories Limited was incorporated in 1984 and is based in Gurugram, India."
MOTILALOFS.NS,"Motilal Oswal Financial Services Limited offers financial services in India. It operates through Capital Market, Fund Based Activities, Asset Management and Advisory, and Home Finance segments. The company offers broking and distribution services, such as equities, derivatives, commodities, currencies, mutual funds, and insurance products, as well as depository, portfolio management, and asset management services. It also provides private wealth management services, such as equity, alternate, credit, estate planning, and property advisory services; primary equity offerings; and home loans. In addition, the company offers institutional broking services, including cash and derivatives; private equity services; and investment banking advisory and transaction services, including equity private placement, mergers and acquisitions advisory, and equity capital markets transaction services. It serves high net worth individuals; and mutual funds, foreign institutional investors, financial institutions, and corporate clients. Motilal Oswal Financial Services Limited was founded in 1987 and is headquartered in Mumbai, India."
MPHASIS.NS,"Mphasis Limited operates as an information technology solutions provider that specializes in cloud and cognitive services in the United States, India, Europe, the Middle East, Africa, and internationally. The company operates through Banking and Financial Service; Logistics and transportation; Technology Media and Telecom; Insurance; and Others segments. It offers application, blockchain, business process, cognitive, cyber security, DevOps, AI, digital, enterprise automation, design, infrastructure, modernization, data, cloud, and product engineering, as well as governance, risk, and compliance services. The company also provides platform and protocols services under the Mphasis XaaP; and salesforce and consulting services. It serves asset management, corporate banking, investment banking, mortgage, retail banking, and wealth management and brokerage industries; and insurance, payment, financial supply chain, hospitality, travel and transportation, healthcare, life sciences, oil and gas, hi-tech, communication, energy and utilities, logistics, manufacturing, and public sectors. Mphasis Limited was incorporated in 1992 and is based in Bengaluru, India."
MPSLTD.NS,"MPS Limited provides platforms and services for content creation, full-service production, and distribution to the publishers, learning companies, corporate institutions, libraries, and content aggregators in India, Europe, the United States, and internationally. It operates in three segments: Content Solutions, Platform Solutions, and eLearning Solutions. The company offers content authoring and development solutions from PreK12 through higher education and professional development; publishing solutions, including editorial services, proofreading, indexing, project management, creative studios, rights and permissions, interactive media, composition, and digital production; digital transformation and accessibility solutions; content assembly, media asset development, design, and media services, as well as digital learning objects; and marketing and customer support solutions. It also provides Digicore, a cloud-based digital publishing platform; MPSTrak, a cloud-based workflow and content management platform for books, journals, reference works, and media; mag+, which publishes content to mobile app; THINK360, an end-to-end order management and delivery platform; ScholarStor, a content hosting and delivery platform; SCHOLARLYStats, a cloud-based platform to empower librarians and institutions; and MPSInsight, a cloud-based usage analytics platform that empowers publishers. In addition, the company offers eLearning solutions, including custom e-learning, micro and mobile learning, simulation and game-based learning, web-based tutorials, learning nuggets, motion graphics, and augmented and virtual reality; experiential learning design and consulting services; and platform solutions, as well as operates experience centers and learning platforms. The company was formerly known as Macmillan India Limited and changed its name to MPS Limited in June 2009. The company was founded in 1892 and is based in Noida, India. MPS Limited is a subsidiary of ADI BPO Services Limited."
MRF.NS,"MRF Limited, together with its subsidiaries, engages in the manufacture, sale, and trading of rubber products in India and internationally. The company provides tires for passenger cars, two wheelers, three wheelers, pick up, farm vehicles, over-the-road trucks, fighter aircraft, and various commercial vehicles; rubber products, such as tubes, flaps, retreaded tires, and tread rubber products; and manufactures specialty coatings. It also involved in the paints and coats, toys, and motorsports businesses. In addition, the company operates MRF T&S, MRF TireTok, MRF Tyredrome, MRF FASST, MRF MuscleZone, and shops that provide computerized nitrogen inflation, tubeless repair, wheel alignment, wheel balancing and tire changing; robotic wheel alignment, vehicle safety test lane, diagnostic wheel balancing, A/C recovery and recharging, electronic headlight aligner, nitrogen generator membrane type, and special two-wheeler tire changer; and wheels removal and refitment, and tire mounting and de-mounting services. It exports and sells its products through dealer networks. The company was founded in 1946 and is based in Chennai, India."
MRPL.NS,"Mangalore Refinery and Petrochemicals Limited engages in the manufacture and sale of refined petroleum products in India and internationally. The company produces and sells bitumen, furnace oil, high speed diesel, xylol, naphtha, pet coke, sulphur, and motor gasoline, as well as polypropylene and other products. It also sells petrochemical products, such as aromatic products comprising paraxylene, benzene, heavy aromatics, paraffinic raffinate, reformate, and toluene. The company also operates retail outlets. The company was incorporated in 1988 and is based in Mangalore, India. Mangalore Refinery and Petrochemicals Limited is a subsidiary of Oil and Natural Gas Corporation Limited."
MSTCLTD.NS,"MSTC Limited engages in marketing, e-commerce, and scrap recovery and allied job businesses primarily in India. The company operates in two segments, Marketing and E-Commerce. It is involved in e-procurement, e-auction, and e-sale business. The company also develops ERP solutions comprising of inventory management, personnel and administration, finance and accounts, dashboards, and other packages. In addition, it markets industrial raw materials and project related equipment, as well as engages in disposal of ferrous and non-ferrous scrap, surplus stores, machinery, spares, vehicles, minerals, agriculture, and forest produces. The company was incorporated in 1964 and is headquartered in Kolkata, India."
MTNL.NS,"Mahanagar Telephone Nigam Limited, together with its subsidiaries, provides telecommunication services in India and Mauritius. The company operates through Basic and Other Services; and Cellular Services segments. It also offers mobile, voice, roaming, and internet services; and international long distance services. In addition, the company provides cloud and managed services; and remote monitoring, and end-to-end ICT solution services. Further, it offers Wi-Fi, infrastructure sharing, web hosting, emergency communication, and cloud computing services, as well as operates data centre, outsourcing application, and skill development programme. Mahanagar Telephone Nigam Limited was incorporated in 1986 and is headquartered in New Delhi, India."
MUTHOOTFIN.NS,"Muthoot Finance Limited, a non-banking financing company, primarily engages in the provision of gold loan in India. The company offers personal and business loans secured by gold jewelry, or gold loans primarily to individuals and micro finance. It also provides housing finance, gold coins, money transfer, and foreign exchange services; mutual funds and non-convertible debentures; health, home, vehicle, life, and travel insurance products; and vehicle, corporate, and SME loans; as well as offers banking services. In addition, the company generates electric power through three windmills with a combined capacity of 3.75 MW in Tamil Nadu. Muthoot Finance Limited was founded in 1887 and is headquartered in Kochi, India."
NACLIND.NS,"NACL Industries Limited manufactures and sells agrochemicals in India. The company offers a range of technical products, including myclobutanil, propiconazole, profenofos, tricyclazole, pretilachlors, thiamethoxam, lambda cyhalothrin, bifenthrin, azoxystrobin, tebuconazole, thifluzamide, difenoconazole, bispyribac sodium, clodinafop propargyl, metribuzin, quizalofop ethyl, haloxyfop r methyl, and glufosinate ammonium; and formulations, such as insecticides, fungicides, herbicides, and plant growth regulators and nematicides, as well as pesticides and acaricides. It also provides toll manufacturing services for various multinational companies. The company also exports its products. It markets and sells its products through a network of retail dealers. NACL Industries Limited was formerly known as Nagarjuna Agrichem Limited and changed its name to NACL Industries Limited in September 2017. The company was incorporated in 1986 and is based in Hyderabad, India. NACL Industries Limited is a subsidiary of KLR Products Limited."
NAM-INDIA.NS,"Nippon Life Asset Management Limited is a publicly owned investment manager. The firm launches and manages equity and fixed income mutual funds for its clients. It also manages exchange traded funds for its clients. The firm invests in the public equity, fixed income and commodity markets. Nippon Life Asset Management Limited was previously known as Reliance Nippon Life Asset Management Limited. Nippon Life Asset Management Limited was founded on February 24, 1995 and is based in Mumbai, India."
NATCOPHARM.NS,"NATCO Pharma Limited, a pharmaceutical company, engages in the developing, manufacturing, and marketing of finished dosage formulations, active pharmaceutical ingredients (APIs), and intermediates in India, the United States, and internationally. It offers formulations in various therapeutic areas, including cancers of blood, liver, kidney, lung, brain, breast, and ovary; and APIs in various categories, such as oncology, central nervous system, pain management, and cardiovascular care. The company offers orthopedic products comprising bisphosphonates, which are oral and injectable drugs; and gastroenterology products consisting of novel drugs for chronic hepatitis-B and hepatitis-C, as well as contract manufacturing services. In addition, it provides cardiology and diabetology products for the treatment of hypertension, stable angina, and CHF. Further, the company offers agro chemicals and biological pest management solutions for management of insects, diseases, and weeds across a range of crops. NATCO Pharma Limited was incorporated in 1981 and is headquartered in Hyderabad, India."
NATIONALUM.NS,"National Aluminium Company Limited engages in the manufacture and sale of alumina and aluminum products in India and internationally. The company operates through Chemical and Aluminum segments. It offers aluminum metal products, such as ingots, alloy ingots, T-ingots, sows, billets, and wire rods; alumina and hydrate products, including calcined alumina and alumina hydrate; zeolite-A products; specialty alumina and hydrate products; and aluminum rolled and aluminum chequered sheets products. The company also owns and operates an opencast mine covering an area of 16 square kilometers on Panchpatmali hills of Koraput district in Odisha; a wind power plant with 50.4 MW of generation capacity in Gandikota, Andhra Pradesh; a wind power plant with 47.6 MW of generation capacity at Jaisalmer, Rajasthan; a wind power plant with 50 MW of generation capacity at Devikot, Rajasthan; a wind power plant with 50.4 MW of generation capacity at Jath, Maharashtra; and a solar power plant in Bhubaneswar, as well as alumina refinery and aluminum smelter plants and captive power plant. In addition, it owns and operates mechanized storage and ship handling facilities for exporting alumina and importing caustic soda. National Aluminium Company Limited was incorporated in 1981 and is based in Bhubaneswar, India."
NAUKRI.NS,"Info Edge (India) Limited operates as an online classifieds company in the areas of recruitment, matrimony, real estate, and education and related services in India and internationally. It operates through Recruitment Solutions, 99acres, and Other segments. The company offers recruitment services through naukri.com, an online job website for job seekers and corporate customers, including hiring consultants; firstnaukri.com, a job search network for college students and recent graduates; naukrigulf.com, a website catering to Gulf markets; quadranglesearch.com, a site that provides off-line placement services to middle and senior management; zwayam.com, an advanced application tracking system for the recruitment process; and codingninjas.com, a code learning platform, as well as operates other brands, that includes iimjobs.com, hirist.com, doselect.com, a ambitionbox.com, bigshyft.com, and jobhai.com. It also provides 99acres.com, which offers listing of properties for sale, purchase, and rent; Jeevansathi.com, an online matrimonial platform; and shiksha.com, an education classified website that helps students to decide their undergraduate and postgraduate options by providing useful information on careers, exams, colleges, and courses, as well as operates aisle.co, a core platform supported by multiple dating apps, including Arike, Anbe, Neetho, Neene, and Jalebi. In addition, the company provides internet, computer, and electronics data processing services; and software development, consultancy, technical support for consumer companies, SaaS providers, and other services in information technology and product development fields, as well as brokerage services in the real estate sector. Further, it acts as an investment adviser and manager, financial and management consultant, and sponsor of alternative investment funds, as well as provides advertising solutions for colleges and universities. The company was incorporated in 1995 and is headquartered in Noida, India."
NAVINFLUOR.NS,"Navin Fluorine International Limited manufactures and sells specialty fluorochemicals in India and internationally. The company offers refrigerants for various applications, including window and split room air conditioners, chillers, packaged air conditioners, commercial and industrial refrigeration units, intermediate for active pharmaceutical ingredient, fluoropolymer resins, domestic and industrial refrigerators, and mobile air conditioning under the Mafron brand for original equipment manufacturer, service technicians, and equipment owners. It provides inorganic fluoride products, such as ammonium bifluoride, potassium fluoride, sodium fluoride, potassium fluorotitanate, potassium fluoroborate, hexafluorophosphoric acid, and hydrofluo pyridine and hydrofluo urea complex products for oil and gas, stainless steel, pharmaceutical and agrochemicals, abrasives, electronics, and solar energy industries. In addition, the company offers various specialty fluoro intermediates consisting of boron trifluoride gas and adducts for pharmaceutical industry, as well as crop protection, hydrocarbon, and fragrance applications; and contract development and contract manufacturing services comprising basic research, library syntheses, process development, scale up, and batch manufacturing for custom chemical syntheses of fluorinated compounds in the pharmaceuticals, agro chemicals, and specialty chemicals industries. Navin Fluorine International Limited was founded in 1967 and is headquartered in Mumbai, India."
NAVKARCORP.NS,"Navkar Corporation Limited provides container freight station, inland container depot, rail terminal, container train operator, and warehousing and other logistics solutions in India. It operates private freight terminals, which are used for handling export rakes of agro products, domestic rakes, and container rakes, as well as handle all types of cargo trains for steel cargo, bulk cargo, bagged cargo, containerized cargo, and automobiles. The company provides customs clearance services and offer a variety of value additions; import cargoes; cargo and container services, including parking and repair facilities; multi modal transportation, storage yard for empty and laden containers and storage and handling various types of cargo from bulk, block, palletized, liquid, hazardous and reefer cargos. In addition, the company offers bonded and domestic warehousing services; handling and stuffing facilities, storage options; handling and consolidation of export cargo; value-added services, such as sorting, barcoding, shrink wrapping, and palletizing; and provide EDI linkage for custom clearance; and maintenance and repair (MnR) and empty containers depot services for various containers as per the requirements of shipping lines, as well as equipment which includes RTG crane, fire engine, bulk containers, trailers, hydra crane, hywa, forklift, tanker, reach stacker, owned rakes, locomotive, rail tracks. The company was founded in 2006 and is based in Navi Mumbai, India. As of October 11, 2024, Navkar Corporation Limited operates as a subsidiary of JSW Port Logistics Private Limited."
