Headline,Summary,Link,Ticker,RetrievalScore,Sentiment
Mazagon Dock Shipbuilders Shares Climb 2.26% Amid High Trading Volumes,"With a current price of Rs 2885.00, Mazagon Dock Shipbuilders demonstrates a notable presence within the NIFTY MIDCAP 150 index, supported by positive financial metrics and favorable market sentiment.",https://www.moneycontrol.com/news/business/markets/mazagon-dock-shipbuilders-shares-climb-2-26-amid-high-trading-volumes-alpha-article-13018702.html,SKIPPER.NS,0.544,positive
Mazagon Dock Shipbuilders Shares Climb 2.26% Amid High Trading Volumes,"With a current price of Rs 2885.00, Mazagon Dock Shipbuilders demonstrates a notable presence within the NIFTY MIDCAP 150 index, supported by positive financial metrics and favorable market sentiment.",https://www.moneycontrol.com/news/business/markets/mazagon-dock-shipbuilders-shares-climb-2-26-amid-high-trading-volumes-alpha-article-13018702.html,GPPL.NS,0.543,positive
Varun Beverages Shares Decline 3.26% Amid High Trading Volume,"With Varun Beverages shares currently trading at Rs 473.30, the stock's performance and high trading volume reflect ongoing market activity and investor assessment of the company's financial health and future prospects.",https://www.moneycontrol.com/news/business/markets/varun-beverages-shares-decline-3-26-amid-high-trading-volume-alpha-article-13018672.html,VBL.NS,0.651,negative
Varun Beverages Shares Decline 3.26% Amid High Trading Volume,"With Varun Beverages shares currently trading at Rs 473.30, the stock's performance and high trading volume reflect ongoing market activity and investor assessment of the company's financial health and future prospects.",https://www.moneycontrol.com/news/business/markets/varun-beverages-shares-decline-3-26-amid-high-trading-volume-alpha-article-13018672.html,PARAGMILK.NS,0.553,negative
Varun Beverages Shares Decline 3.26% Amid High Trading Volume,"With Varun Beverages shares currently trading at Rs 473.30, the stock's performance and high trading volume reflect ongoing market activity and investor assessment of the company's financial health and future prospects.",https://www.moneycontrol.com/news/business/markets/varun-beverages-shares-decline-3-26-amid-high-trading-volume-alpha-article-13018672.html,GLOBUSSPR.NS,0.549,negative
Varun Beverages Shares Decline 3.26% Amid High Trading Volume,"With Varun Beverages shares currently trading at Rs 473.30, the stock's performance and high trading volume reflect ongoing market activity and investor assessment of the company's financial health and future prospects.",https://www.moneycontrol.com/news/business/markets/varun-beverages-shares-decline-3-26-amid-high-trading-volume-alpha-article-13018672.html,ASALCBR.NS,0.546,negative
Varun Beverages Shares Decline 3.26% Amid High Trading Volume,"With Varun Beverages shares currently trading at Rs 473.30, the stock's performance and high trading volume reflect ongoing market activity and investor assessment of the company's financial health and future prospects.",https://www.moneycontrol.com/news/business/markets/varun-beverages-shares-decline-3-26-amid-high-trading-volume-alpha-article-13018672.html,SHAREINDIA.NS,0.544,negative
Vodafone Idea Shares Drop 3.08% Amid Bearish Market Sentiment,"With its current price at Rs 6.49, Vodafone Idea faces a challenging financial environment, as reflected in its key financial metrics and overall market sentiment.",https://www.moneycontrol.com/news/business/markets/vodafone-idea-shares-drop-3-08-amid-bearish-market-sentiment-alpha-article-13018650.html,IDEA.NS,0.718,negative
Vodafone Idea Shares Drop 3.08% Amid Bearish Market Sentiment,"With its current price at Rs 6.49, Vodafone Idea faces a challenging financial environment, as reflected in its key financial metrics and overall market sentiment.",https://www.moneycontrol.com/news/business/markets/vodafone-idea-shares-drop-3-08-amid-bearish-market-sentiment-alpha-article-13018650.html,SHAREINDIA.NS,0.501,negative
Vodafone Idea Shares Drop 3.08% Amid Bearish Market Sentiment,"With its current price at Rs 6.49, Vodafone Idea faces a challenging financial environment, as reflected in its key financial metrics and overall market sentiment.",https://www.moneycontrol.com/news/business/markets/vodafone-idea-shares-drop-3-08-amid-bearish-market-sentiment-alpha-article-13018650.html,OPTIEMUS.NS,0.488,negative
Vodafone Idea Shares Drop 3.08% Amid Bearish Market Sentiment,"With its current price at Rs 6.49, Vodafone Idea faces a challenging financial environment, as reflected in its key financial metrics and overall market sentiment.",https://www.moneycontrol.com/news/business/markets/vodafone-idea-shares-drop-3-08-amid-bearish-market-sentiment-alpha-article-13018650.html,PNBHOUSING.NS,0.486,negative
Vodafone Idea Shares Drop 3.08% Amid Bearish Market Sentiment,"With its current price at Rs 6.49, Vodafone Idea faces a challenging financial environment, as reflected in its key financial metrics and overall market sentiment.",https://www.moneycontrol.com/news/business/markets/vodafone-idea-shares-drop-3-08-amid-bearish-market-sentiment-alpha-article-13018650.html,PNB.NS,0.476,negative
KPIT Technologies Shares Decline 3.01% Amid Market Alert,"Overall, with the stock currently trading at Rs 1236.00, KPIT Technologies' performance reflects a notable shift amid otherwise positive financial indicators.",https://www.moneycontrol.com/news/business/markets/kpit-technologies-shares-decline-3-01-amid-market-alert-alpha-article-13018659.html,KPITTECH.NS,0.657,negative
KPIT Technologies Shares Decline 3.01% Amid Market Alert,"Overall, with the stock currently trading at Rs 1236.00, KPIT Technologies' performance reflects a notable shift amid otherwise positive financial indicators.",https://www.moneycontrol.com/news/business/markets/kpit-technologies-shares-decline-3-01-amid-market-alert-alpha-article-13018659.html,63MOONS.NS,0.581,negative
KPIT Technologies Shares Decline 3.01% Amid Market Alert,"Overall, with the stock currently trading at Rs 1236.00, KPIT Technologies' performance reflects a notable shift amid otherwise positive financial indicators.",https://www.moneycontrol.com/news/business/markets/kpit-technologies-shares-decline-3-01-amid-market-alert-alpha-article-13018659.html,BDL.NS,0.535,negative
KPIT Technologies Shares Decline 3.01% Amid Market Alert,"Overall, with the stock currently trading at Rs 1236.00, KPIT Technologies' performance reflects a notable shift amid otherwise positive financial indicators.",https://www.moneycontrol.com/news/business/markets/kpit-technologies-shares-decline-3-01-amid-market-alert-alpha-article-13018659.html,GARFIBRES.NS,0.534,negative
KPIT Technologies Shares Decline 3.01% Amid Market Alert,"Overall, with the stock currently trading at Rs 1236.00, KPIT Technologies' performance reflects a notable shift amid otherwise positive financial indicators.",https://www.moneycontrol.com/news/business/markets/kpit-technologies-shares-decline-3-01-amid-market-alert-alpha-article-13018659.html,TIMETECHNO.NS,0.527,negative
DLF Shares Plunge 5.62% Amid High Volume Trading,"With shares currently trading at Rs 620.20, DLF's performance reflects the interplay of its financial metrics and broader market conditions.",https://www.moneycontrol.com/news/business/markets/dlf-shares-plunge-5-62-amid-high-volume-trading-alpha-article-13018670.html,DLF.NS,0.579,negative
DLF Shares Plunge 5.62% Amid High Volume Trading,"With shares currently trading at Rs 620.20, DLF's performance reflects the interplay of its financial metrics and broader market conditions.",https://www.moneycontrol.com/news/business/markets/dlf-shares-plunge-5-62-amid-high-volume-trading-alpha-article-13018670.html,SHAREINDIA.NS,0.563,negative
DLF Shares Plunge 5.62% Amid High Volume Trading,"With shares currently trading at Rs 620.20, DLF's performance reflects the interplay of its financial metrics and broader market conditions.",https://www.moneycontrol.com/news/business/markets/dlf-shares-plunge-5-62-amid-high-volume-trading-alpha-article-13018670.html,HDFCBANK.NS,0.554,negative
DLF Shares Plunge 5.62% Amid High Volume Trading,"With shares currently trading at Rs 620.20, DLF's performance reflects the interplay of its financial metrics and broader market conditions.",https://www.moneycontrol.com/news/business/markets/dlf-shares-plunge-5-62-amid-high-volume-trading-alpha-article-13018670.html,HDFCLIFE.NS,0.548,negative
DLF Shares Plunge 5.62% Amid High Volume Trading,"With shares currently trading at Rs 620.20, DLF's performance reflects the interplay of its financial metrics and broader market conditions.",https://www.moneycontrol.com/news/business/markets/dlf-shares-plunge-5-62-amid-high-volume-trading-alpha-article-13018670.html,DELTACORP.NS,0.536,negative
Centre shuts 24 airports across north India as border tensions escalate: Check the full list,"The list of airports closed include the ones in Srinagar, Jammu, Leh, Chandigarh, Amritsar, Jaisalmer, Jodhpur, Bikaner, Mundra, Jamnagar, Rajkot, Porbandar, Gwalior and others.",https://www.moneycontrol.com/news/business/centre-shuts-24-airports-across-north-india-as-border-tensions-escalate-check-the-full-list-13018628.html,CONCOR.NS,0.538,negative
Centre shuts 24 airports across north India as border tensions escalate: Check the full list,"The list of airports closed include the ones in Srinagar, Jammu, Leh, Chandigarh, Amritsar, Jaisalmer, Jodhpur, Bikaner, Mundra, Jamnagar, Rajkot, Porbandar, Gwalior and others.",https://www.moneycontrol.com/news/business/centre-shuts-24-airports-across-north-india-as-border-tensions-escalate-check-the-full-list-13018628.html,ADANIPORTS.NS,0.532,negative
Centre shuts 24 airports across north India as border tensions escalate: Check the full list,"The list of airports closed include the ones in Srinagar, Jammu, Leh, Chandigarh, Amritsar, Jaisalmer, Jodhpur, Bikaner, Mundra, Jamnagar, Rajkot, Porbandar, Gwalior and others.",https://www.moneycontrol.com/news/business/centre-shuts-24-airports-across-north-india-as-border-tensions-escalate-check-the-full-list-13018628.html,IRCON.NS,0.516,negative
Centre shuts 24 airports across north India as border tensions escalate: Check the full list,"The list of airports closed include the ones in Srinagar, Jammu, Leh, Chandigarh, Amritsar, Jaisalmer, Jodhpur, Bikaner, Mundra, Jamnagar, Rajkot, Porbandar, Gwalior and others.",https://www.moneycontrol.com/news/business/centre-shuts-24-airports-across-north-india-as-border-tensions-escalate-check-the-full-list-13018628.html,BLUEDART.NS,0.516,negative
Centre shuts 24 airports across north India as border tensions escalate: Check the full list,"The list of airports closed include the ones in Srinagar, Jammu, Leh, Chandigarh, Amritsar, Jaisalmer, Jodhpur, Bikaner, Mundra, Jamnagar, Rajkot, Porbandar, Gwalior and others.",https://www.moneycontrol.com/news/business/centre-shuts-24-airports-across-north-india-as-border-tensions-escalate-check-the-full-list-13018628.html,PNCINFRA.NS,0.512,negative
"Sensex crashes nearly 900 pts, Nifty below 24,050: Escalating India-Pak tensions, other key factors behind market decline",Stock market crash: Investor wealth to the tune of Rs 5 lakh crore got eroded as the India-Pakistan tensions rattled investor sentiment,https://www.moneycontrol.com/news/business/markets/sensex-crashes-850-pts-nifty-below-24k-escalating-india-pak-tensions-other-key-factors-behind-market-decline-13018646.html,SHAREINDIA.NS,0.543,negative
"Sensex crashes nearly 900 pts, Nifty below 24,050: Escalating India-Pak tensions, other key factors behind market decline",Stock market crash: Investor wealth to the tune of Rs 5 lakh crore got eroded as the India-Pakistan tensions rattled investor sentiment,https://www.moneycontrol.com/news/business/markets/sensex-crashes-850-pts-nifty-below-24k-escalating-india-pak-tensions-other-key-factors-behind-market-decline-13018646.html,63MOONS.NS,0.531,negative
"Sensex crashes nearly 900 pts, Nifty below 24,050: Escalating India-Pak tensions, other key factors behind market decline",Stock market crash: Investor wealth to the tune of Rs 5 lakh crore got eroded as the India-Pakistan tensions rattled investor sentiment,https://www.moneycontrol.com/news/business/markets/sensex-crashes-850-pts-nifty-below-24k-escalating-india-pak-tensions-other-key-factors-behind-market-decline-13018646.html,BSE.NS,0.528,negative
"Sensex crashes nearly 900 pts, Nifty below 24,050: Escalating India-Pak tensions, other key factors behind market decline",Stock market crash: Investor wealth to the tune of Rs 5 lakh crore got eroded as the India-Pakistan tensions rattled investor sentiment,https://www.moneycontrol.com/news/business/markets/sensex-crashes-850-pts-nifty-below-24k-escalating-india-pak-tensions-other-key-factors-behind-market-decline-13018646.html,TATAINVEST.NS,0.516,negative
"Sensex crashes nearly 900 pts, Nifty below 24,050: Escalating India-Pak tensions, other key factors behind market decline",Stock market crash: Investor wealth to the tune of Rs 5 lakh crore got eroded as the India-Pakistan tensions rattled investor sentiment,https://www.moneycontrol.com/news/business/markets/sensex-crashes-850-pts-nifty-below-24k-escalating-india-pak-tensions-other-key-factors-behind-market-decline-13018646.html,IEX.NS,0.512,negative
"Smallcap, midcap indices tumble up to 2% amid rising India-Pak tensions: MCX, RVNL, Suzlon Energy shares drop up to 5%","""Heightened border tensions and weak global cues dragged down markets and the rupee. Investors are advised to stay cautious, avoid aggressive positions, and focus on fundamentally strong stocks with limited near-term exposure to geopolitical risks,"" said Shrikant Chouhan from Kotak Securities.",https://www.moneycontrol.com/news/business/markets/smallcap-midcap-indices-tumble-up-to-2-amid-rising-india-pak-tensions-mcx-rvnl-suzlon-energy-shares-drop-up-to-5-13018590.html,MCX.NS,0.597,negative
"Smallcap, midcap indices tumble up to 2% amid rising India-Pak tensions: MCX, RVNL, Suzlon Energy shares drop up to 5%","""Heightened border tensions and weak global cues dragged down markets and the rupee. Investors are advised to stay cautious, avoid aggressive positions, and focus on fundamentally strong stocks with limited near-term exposure to geopolitical risks,"" said Shrikant Chouhan from Kotak Securities.",https://www.moneycontrol.com/news/business/markets/smallcap-midcap-indices-tumble-up-to-2-amid-rising-india-pak-tensions-mcx-rvnl-suzlon-energy-shares-drop-up-to-5-13018590.html,IEX.NS,0.569,negative
"Smallcap, midcap indices tumble up to 2% amid rising India-Pak tensions: MCX, RVNL, Suzlon Energy shares drop up to 5%","""Heightened border tensions and weak global cues dragged down markets and the rupee. Investors are advised to stay cautious, avoid aggressive positions, and focus on fundamentally strong stocks with limited near-term exposure to geopolitical risks,"" said Shrikant Chouhan from Kotak Securities.",https://www.moneycontrol.com/news/business/markets/smallcap-midcap-indices-tumble-up-to-2-amid-rising-india-pak-tensions-mcx-rvnl-suzlon-energy-shares-drop-up-to-5-13018590.html,63MOONS.NS,0.565,negative
"Smallcap, midcap indices tumble up to 2% amid rising India-Pak tensions: MCX, RVNL, Suzlon Energy shares drop up to 5%","""Heightened border tensions and weak global cues dragged down markets and the rupee. Investors are advised to stay cautious, avoid aggressive positions, and focus on fundamentally strong stocks with limited near-term exposure to geopolitical risks,"" said Shrikant Chouhan from Kotak Securities.",https://www.moneycontrol.com/news/business/markets/smallcap-midcap-indices-tumble-up-to-2-amid-rising-india-pak-tensions-mcx-rvnl-suzlon-energy-shares-drop-up-to-5-13018590.html,PTC.NS,0.559,negative
"Smallcap, midcap indices tumble up to 2% amid rising India-Pak tensions: MCX, RVNL, Suzlon Energy shares drop up to 5%","""Heightened border tensions and weak global cues dragged down markets and the rupee. Investors are advised to stay cautious, avoid aggressive positions, and focus on fundamentally strong stocks with limited near-term exposure to geopolitical risks,"" said Shrikant Chouhan from Kotak Securities.",https://www.moneycontrol.com/news/business/markets/smallcap-midcap-indices-tumble-up-to-2-amid-rising-india-pak-tensions-mcx-rvnl-suzlon-energy-shares-drop-up-to-5-13018590.html,HINDPETRO.NS,0.558,negative
Godrej Properties shares decline 3.19% during today's session,"Godrej Properties' stock is currently trading lower, reflecting the day's market activity and broader investor sentiment.",https://www.moneycontrol.com/news/business/markets/godrej-properties-shares-decline-3-19-during-today-s-session-alpha-article-13018642.html,GODREJPROP.NS,0.695,negative
Godrej Properties shares decline 3.19% during today's session,"Godrej Properties' stock is currently trading lower, reflecting the day's market activity and broader investor sentiment.",https://www.moneycontrol.com/news/business/markets/godrej-properties-shares-decline-3-19-during-today-s-session-alpha-article-13018642.html,GODREJIND.NS,0.608,negative
Godrej Properties shares decline 3.19% during today's session,"Godrej Properties' stock is currently trading lower, reflecting the day's market activity and broader investor sentiment.",https://www.moneycontrol.com/news/business/markets/godrej-properties-shares-decline-3-19-during-today-s-session-alpha-article-13018642.html,GODREJAGRO.NS,0.604,negative
Godrej Properties shares decline 3.19% during today's session,"Godrej Properties' stock is currently trading lower, reflecting the day's market activity and broader investor sentiment.",https://www.moneycontrol.com/news/business/markets/godrej-properties-shares-decline-3-19-during-today-s-session-alpha-article-13018642.html,GODREJCP.NS,0.563,negative
Godrej Properties shares decline 3.19% during today's session,"Godrej Properties' stock is currently trading lower, reflecting the day's market activity and broader investor sentiment.",https://www.moneycontrol.com/news/business/markets/godrej-properties-shares-decline-3-19-during-today-s-session-alpha-article-13018642.html,TAJGVK.NS,0.547,negative
Buy Coal India; target of Rs 450: Sharekhan,"Sharekhan is bullish on Coal India has recommended buy rating on the stock with a target price of Rs 450 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-coal-india-target-of-rs-450-sharekhan-13018647.html,COALINDIA.NS,0.598,neutral
Buy Coal India; target of Rs 450: Sharekhan,"Sharekhan is bullish on Coal India has recommended buy rating on the stock with a target price of Rs 450 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-coal-india-target-of-rs-450-sharekhan-13018647.html,RPOWER.NS,0.585,neutral
Buy Coal India; target of Rs 450: Sharekhan,"Sharekhan is bullish on Coal India has recommended buy rating on the stock with a target price of Rs 450 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-coal-india-target-of-rs-450-sharekhan-13018647.html,IEX.NS,0.569,neutral
Buy Coal India; target of Rs 450: Sharekhan,"Sharekhan is bullish on Coal India has recommended buy rating on the stock with a target price of Rs 450 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-coal-india-target-of-rs-450-sharekhan-13018647.html,MCX.NS,0.565,neutral
Buy Coal India; target of Rs 450: Sharekhan,"Sharekhan is bullish on Coal India has recommended buy rating on the stock with a target price of Rs 450 in its research report dated May 08, 2025.",https://www.moneycontrol.com/news/business/stocks/buy-coal-india-target-of-rs-450-sharekhan-13018647.html,VEDL.NS,0.565,neutral
EY India asks employees to work from home as India-Pakistan conflict escalates,"Employees in Delhi NCR, Chandigarh, Jaipur and Ahmedabad offices were asked to work from home.",https://www.moneycontrol.com/news/business/information-technology/ey-india-asks-employees-to-work-from-home-as-india-pakistan-conflict-escalates-13018612.html,EIHOTEL.NS,0.582,negative
EY India asks employees to work from home as India-Pakistan conflict escalates,"Employees in Delhi NCR, Chandigarh, Jaipur and Ahmedabad offices were asked to work from home.",https://www.moneycontrol.com/news/business/information-technology/ey-india-asks-employees-to-work-from-home-as-india-pakistan-conflict-escalates-13018612.html,IOB.NS,0.568,negative
EY India asks employees to work from home as India-Pakistan conflict escalates,"Employees in Delhi NCR, Chandigarh, Jaipur and Ahmedabad offices were asked to work from home.",https://www.moneycontrol.com/news/business/information-technology/ey-india-asks-employees-to-work-from-home-as-india-pakistan-conflict-escalates-13018612.html,YESBANK.NS,0.567,negative
EY India asks employees to work from home as India-Pakistan conflict escalates,"Employees in Delhi NCR, Chandigarh, Jaipur and Ahmedabad offices were asked to work from home.",https://www.moneycontrol.com/news/business/information-technology/ey-india-asks-employees-to-work-from-home-as-india-pakistan-conflict-escalates-13018612.html,JUSTDIAL.NS,0.567,negative
EY India asks employees to work from home as India-Pakistan conflict escalates,"Employees in Delhi NCR, Chandigarh, Jaipur and Ahmedabad offices were asked to work from home.",https://www.moneycontrol.com/news/business/information-technology/ey-india-asks-employees-to-work-from-home-as-india-pakistan-conflict-escalates-13018612.html,AHLUCONT.NS,0.565,negative
Indian Renewable Energy Development Agency Shares Decline by 3.19% in Today's Session,"Indian Renewable Energy Development Agency is currently trading at Rs 153.88, reflecting a 3.19% decrease in today's session.",https://www.moneycontrol.com/news/business/markets/indian-renewable-energy-development-agency-shares-decline-by-3-19-in-today-s-session-alpha-article-13018598.html,IEX.NS,0.654,negative
Indian Renewable Energy Development Agency Shares Decline by 3.19% in Today's Session,"Indian Renewable Energy Development Agency is currently trading at Rs 153.88, reflecting a 3.19% decrease in today's session.",https://www.moneycontrol.com/news/business/markets/indian-renewable-energy-development-agency-shares-decline-by-3-19-in-today-s-session-alpha-article-13018598.html,ADANIGREEN.NS,0.614,negative
Indian Renewable Energy Development Agency Shares Decline by 3.19% in Today's Session,"Indian Renewable Energy Development Agency is currently trading at Rs 153.88, reflecting a 3.19% decrease in today's session.",https://www.moneycontrol.com/news/business/markets/indian-renewable-energy-development-agency-shares-decline-by-3-19-in-today-s-session-alpha-article-13018598.html,ADANIPOWER.NS,0.581,negative
Indian Renewable Energy Development Agency Shares Decline by 3.19% in Today's Session,"Indian Renewable Energy Development Agency is currently trading at Rs 153.88, reflecting a 3.19% decrease in today's session.",https://www.moneycontrol.com/news/business/markets/indian-renewable-energy-development-agency-shares-decline-by-3-19-in-today-s-session-alpha-article-13018598.html,SWANENERGY.NS,0.575,negative
Indian Renewable Energy Development Agency Shares Decline by 3.19% in Today's Session,"Indian Renewable Energy Development Agency is currently trading at Rs 153.88, reflecting a 3.19% decrease in today's session.",https://www.moneycontrol.com/news/business/markets/indian-renewable-energy-development-agency-shares-decline-by-3-19-in-today-s-session-alpha-article-13018598.html,BORORENEW.NS,0.573,negative
NHPC Shares Decline by Over 3% During Today's Session,"With the stock's current price at Rs 77.65, NHPC's performance reflects a mix of financial results and market sentiment during today's session.",https://www.moneycontrol.com/news/business/markets/nhpc-shares-decline-by-over-3-during-today-s-session-alpha-article-13018601.html,NHPC.NS,0.633,negative
NHPC Shares Decline by Over 3% During Today's Session,"With the stock's current price at Rs 77.65, NHPC's performance reflects a mix of financial results and market sentiment during today's session.",https://www.moneycontrol.com/news/business/markets/nhpc-shares-decline-by-over-3-during-today-s-session-alpha-article-13018601.html,NTPC.NS,0.559,negative
NHPC Shares Decline by Over 3% During Today's Session,"With the stock's current price at Rs 77.65, NHPC's performance reflects a mix of financial results and market sentiment during today's session.",https://www.moneycontrol.com/news/business/markets/nhpc-shares-decline-by-over-3-during-today-s-session-alpha-article-13018601.html,KCP.NS,0.521,negative
NHPC Shares Decline by Over 3% During Today's Session,"With the stock's current price at Rs 77.65, NHPC's performance reflects a mix of financial results and market sentiment during today's session.",https://www.moneycontrol.com/news/business/markets/nhpc-shares-decline-by-over-3-during-today-s-session-alpha-article-13018601.html,NLCINDIA.NS,0.513,negative
NHPC Shares Decline by Over 3% During Today's Session,"With the stock's current price at Rs 77.65, NHPC's performance reflects a mix of financial results and market sentiment during today's session.",https://www.moneycontrol.com/news/business/markets/nhpc-shares-decline-by-over-3-during-today-s-session-alpha-article-13018601.html,63MOONS.NS,0.511,negative
Suzlon Energy Shares Decline 3.51% Amid Bearish Sentiment,"With the stock's current price at Rs 51.35, Suzlon Energy's performance reflects a mix of recent financial results and prevailing market sentiment.",https://www.moneycontrol.com/news/business/markets/suzlon-energy-shares-decline-3-51-amid-bearish-sentiment-alpha-article-13018610.html,SUZLON.NS,0.697,negative
Suzlon Energy Shares Decline 3.51% Amid Bearish Sentiment,"With the stock's current price at Rs 51.35, Suzlon Energy's performance reflects a mix of recent financial results and prevailing market sentiment.",https://www.moneycontrol.com/news/business/markets/suzlon-energy-shares-decline-3-51-amid-bearish-sentiment-alpha-article-13018610.html,HINDPETRO.NS,0.537,negative
Suzlon Energy Shares Decline 3.51% Amid Bearish Sentiment,"With the stock's current price at Rs 51.35, Suzlon Energy's performance reflects a mix of recent financial results and prevailing market sentiment.",https://www.moneycontrol.com/news/business/markets/suzlon-energy-shares-decline-3-51-amid-bearish-sentiment-alpha-article-13018610.html,CHENNPETRO.NS,0.534,negative
Suzlon Energy Shares Decline 3.51% Amid Bearish Sentiment,"With the stock's current price at Rs 51.35, Suzlon Energy's performance reflects a mix of recent financial results and prevailing market sentiment.",https://www.moneycontrol.com/news/business/markets/suzlon-energy-shares-decline-3-51-amid-bearish-sentiment-alpha-article-13018610.html,ONGC.NS,0.532,negative
Suzlon Energy Shares Decline 3.51% Amid Bearish Sentiment,"With the stock's current price at Rs 51.35, Suzlon Energy's performance reflects a mix of recent financial results and prevailing market sentiment.",https://www.moneycontrol.com/news/business/markets/suzlon-energy-shares-decline-3-51-amid-bearish-sentiment-alpha-article-13018610.html,IOC.NS,0.522,negative
Power Grid Corporation Shares Decline by 3.34% in Today's Trading,"Power Grid Corporation of India's stock is currently trading at Rs 298.30, reflecting the impact of recent market movements.",https://www.moneycontrol.com/news/business/markets/power-grid-corporation-shares-decline-by-3-34-in-today-s-trading-alpha-article-13018613.html,POWERGRID.NS,0.74,negative
Power Grid Corporation Shares Decline by 3.34% in Today's Trading,"Power Grid Corporation of India's stock is currently trading at Rs 298.30, reflecting the impact of recent market movements.",https://www.moneycontrol.com/news/business/markets/power-grid-corporation-shares-decline-by-3-34-in-today-s-trading-alpha-article-13018613.html,TATAPOWER.NS,0.637,negative
Power Grid Corporation Shares Decline by 3.34% in Today's Trading,"Power Grid Corporation of India's stock is currently trading at Rs 298.30, reflecting the impact of recent market movements.",https://www.moneycontrol.com/news/business/markets/power-grid-corporation-shares-decline-by-3-34-in-today-s-trading-alpha-article-13018613.html,IEX.NS,0.615,negative
Power Grid Corporation Shares Decline by 3.34% in Today's Trading,"Power Grid Corporation of India's stock is currently trading at Rs 298.30, reflecting the impact of recent market movements.",https://www.moneycontrol.com/news/business/markets/power-grid-corporation-shares-decline-by-3-34-in-today-s-trading-alpha-article-13018613.html,PTC.NS,0.608,negative
Power Grid Corporation Shares Decline by 3.34% in Today's Trading,"Power Grid Corporation of India's stock is currently trading at Rs 298.30, reflecting the impact of recent market movements.",https://www.moneycontrol.com/news/business/markets/power-grid-corporation-shares-decline-by-3-34-in-today-s-trading-alpha-article-13018613.html,RPOWER.NS,0.597,negative
Asian Paints Q4: Growth slows as competitive intensity tightens grip,"Though Asian Paints is a quality business, the competitive intensity in the sector has started show-ing its colours",https://www.moneycontrol.com/news/business/moneycontrol-research/asian-paints-q4-growth-slows-as-competitive-intensity-tightens-grip-13018559.html,ASIANPAINT.NS,0.686,negative
Asian Paints Q4: Growth slows as competitive intensity tightens grip,"Though Asian Paints is a quality business, the competitive intensity in the sector has started show-ing its colours",https://www.moneycontrol.com/news/business/moneycontrol-research/asian-paints-q4-growth-slows-as-competitive-intensity-tightens-grip-13018559.html,BERGEPAINT.NS,0.619,negative
Asian Paints Q4: Growth slows as competitive intensity tightens grip,"Though Asian Paints is a quality business, the competitive intensity in the sector has started show-ing its colours",https://www.moneycontrol.com/news/business/moneycontrol-research/asian-paints-q4-growth-slows-as-competitive-intensity-tightens-grip-13018559.html,SUDARSCHEM.NS,0.582,negative
Asian Paints Q4: Growth slows as competitive intensity tightens grip,"Though Asian Paints is a quality business, the competitive intensity in the sector has started show-ing its colours",https://www.moneycontrol.com/news/business/moneycontrol-research/asian-paints-q4-growth-slows-as-competitive-intensity-tightens-grip-13018559.html,ASHAPURMIN.NS,0.567,negative
Asian Paints Q4: Growth slows as competitive intensity tightens grip,"Though Asian Paints is a quality business, the competitive intensity in the sector has started show-ing its colours",https://www.moneycontrol.com/news/business/moneycontrol-research/asian-paints-q4-growth-slows-as-competitive-intensity-tightens-grip-13018559.html,AARTIIND.NS,0.564,negative
Bharat Dynamics Shares Experience 5.23% Surge Amid High Trading Volume,"With shares currently trading at Rs 1534.00, Bharat Dynamics has demonstrated notable upward momentum in today's session.",https://www.moneycontrol.com/news/business/markets/bharat-dynamics-shares-experience-5-23-surge-amid-high-trading-volume-alpha-article-13018625.html,BDL.NS,0.685,positive
Bharat Dynamics Shares Experience 5.23% Surge Amid High Trading Volume,"With shares currently trading at Rs 1534.00, Bharat Dynamics has demonstrated notable upward momentum in today's session.",https://www.moneycontrol.com/news/business/markets/bharat-dynamics-shares-experience-5-23-surge-amid-high-trading-volume-alpha-article-13018625.html,BHARATFORG.NS,0.585,positive
Bharat Dynamics Shares Experience 5.23% Surge Amid High Trading Volume,"With shares currently trading at Rs 1534.00, Bharat Dynamics has demonstrated notable upward momentum in today's session.",https://www.moneycontrol.com/news/business/markets/bharat-dynamics-shares-experience-5-23-surge-amid-high-trading-volume-alpha-article-13018625.html,BPCL.NS,0.573,positive
Bharat Dynamics Shares Experience 5.23% Surge Amid High Trading Volume,"With shares currently trading at Rs 1534.00, Bharat Dynamics has demonstrated notable upward momentum in today's session.",https://www.moneycontrol.com/news/business/markets/bharat-dynamics-shares-experience-5-23-surge-amid-high-trading-volume-alpha-article-13018625.html,IEX.NS,0.571,positive
Bharat Dynamics Shares Experience 5.23% Surge Amid High Trading Volume,"With shares currently trading at Rs 1534.00, Bharat Dynamics has demonstrated notable upward momentum in today's session.",https://www.moneycontrol.com/news/business/markets/bharat-dynamics-shares-experience-5-23-surge-amid-high-trading-volume-alpha-article-13018625.html,SHAREINDIA.NS,0.569,positive
